pathway	gene family	gene	her19_v_herm log2FC	her19_v_herm adjusted p-value	male_v_her19 log2FC	male_v_her19 adjusted p-value	male_v_herm log2FC	male_v_herm adjusted p-value	her19-1	her19-2	her19-3	WT herm-1	WT herm-2	WT herm-3	male-1	male-2	male-3
BR signaling	BSU1	Ceric.18G017100	-0.0122502842836986	0.99999999998911	-0.0052105320478975	0.999999484702606	-0.0161040436389108	0.999996543961669	11.6433799679705	11.6145211749224	11.6009988355195	11.6798617505302	11.6590654620021	11.5898088745147	11.5629893773882	11.7818415191314	11.5312225252627
BR signaling	BSU1	Ceric.27G036500	-0.0646959742218439	0.99999999998911	-0.739659175632742	0.247306932869666	-0.884796401753728	0.151260131562019	11.5174936821604	11.3802182127485	11.5569198168144	11.3427210647625	11.8235118725056	11.6720945548326	10.8963175965612	10.9549605368931	11.0032446560907
BR signaling	BSU1	Ceric.35G030800	0.0620057964723269	0.99999999998911	-0.065002142362474	0.999999484702606	0.0707928467749365	0.999996543961669	11.060685815567	10.8956574390518	11.023518080109	10.8620625653915	10.9496641510773	10.8869053009167	10.8509327095052	11.0517600202354	10.9623055481655
BR signaling	BSU1	Ceric.1Z111100	0.0568850119116498	0.99999999998911	-0.423320900121391	0.991260589250329	-0.263202255603955	0.999996543961669	9.76081818097507	9.73374535398416	9.93031120473993	9.6731582547706	9.69253409269614	9.77221062955402	9.58914199441275	9.43157315038597	9.48188283358433
BR signaling	BSU1	Ceric.39G038100	-0.085125690578034	0.99999999998911	0.17929560742534	0.999999484702606	0.00486826599258653	0.999996543961669	8.64725004795909	8.46321075845195	8.65554584756002	8.69534898772106	8.71633995756212	8.84196334933965	8.39963426284588	8.9690227026079	8.82874559022466
BR biosynthesis	CYP90B1/DWF4	Ceric.1Z203700	-0.661701775451957	0.712452007754398	-3.24800859975576	0.000892929558735763	-4.42222250053906	9.0289662333043e-07	6.21356648198529	5.9639956749035	6.01138680063716	6.21904687224276	6.96819517697143	7.30766529483914	3.78120539135776	4.48152604380711	3.19962131180436
BR biosynthesis	CYP90B1/DWF4	Ceric.1Z024300	0.123474528296168	0.99999999998911	-6.26398431734839	7.7596891611058e-38	-5.89680515637955	3.34425493876701e-31	9.48487517913135	9.52374250100027	9.20637841908089	9.29212611189311	9.10339130566391	9.21624573970023	5.71162856195167	5.31498643811048	4.90183873940546
BR biosynthesis	CYP90A1/CPD	Ceric.07G096400	-0.0114091249705416	0.99999999998911	-0.594873163294235	0.655457112232079	-0.590215759607887	0.680960933712976	9.40236661852479	9.42227504401509	9.56486223212041	9.66663811017862	9.31528347449713	9.48095170709142	9.26625663627869	8.82479677641979	8.91862465258607
BR biosynthesis	DET2	Ceric.38G057500	-0.0581478591451237	0.99999999998911	3.3233359278361	4.65252857010622e-40	3.16883784067299	5.68782051056336e-31	8.74271143654516	8.74669081665475	8.57791876837934	8.9214297069041	8.76618376627613	8.72872689101535	11.4397304866229	11.0790583562845	11.0202729999278
BR biosynthesis	DET2	Ceric.38G059000	0.372893941779479	0.99999999998911	-1.1007890711789	0.0285503860150511	-0.332219770492226	0.949810349995929	8.33465179812609	8.23171717183756	8.4829253154874	7.57140495836667	7.64165070599114	8.20777239292713	7.54575985332158	7.53363232984549	7.55475962923644
BR biosynthesis	DET2	Ceric.34G059400	-0.0224761172652897	0.99999999998911	-0.452228337090369	NA	-0.424967757508883	NA	-0.297923982198393	-0.395667418855198	0.040830240686996	-0.393264630409191	-0.396004819933389	0.233511321197385	-0.394832770438696	-0.389818229266508	-0.38897148638444
BR biosynthesis	DET2	Ceric.34G059200	-0.105817285253943	NA	0.813364934253023	0.510742235058539	0.220889972738949	0.965457808144002	-0.3396915704681	-0.334872131713136	-0.329441799339929	0.139327695420003	-0.335385657926283	-0.32978425017334	-0.333604563576399	0.662871780362806	-0.324811267315548
BR biosynthesis	CYP90C1/ROT3	Ceric.05G026200	-0.179576514335962	0.99999999998911	-3.03605909686485	1.29460002744179e-09	-3.45218783955338	2.44703564843765e-12	7.58339560507477	7.39715386584356	7.70760916912092	8.00410727376513	7.92801770462435	7.69707706444043	5.30129300428383	5.73665571988497	5.4967003489589
GA signaling	GID1	Ceric.1Z188100	0.00331550842559032	0.99999999998911	2.60782186227892	6.01737534478803e-25	2.63584295539765	4.16566342387352e-20	9.29733877958055	9.45676521017993	9.17094502544429	9.06983260440624	9.40329937873513	9.42064289258246	11.2488448590597	11.455061446261	11.1475978311675
GA signaling	GID1	Ceric.1Z071700	-0.568011511475348	0.724966084659903	3.76784101683442	3.98392202080278e-08	2.44650804484229	0.000171018611623489	4.78298030686021	5.66601353836694	5.05066878617272	5.9715628811405	5.96945519081647	6.22452267249263	8.60710437671016	7.80430644146615	7.09859684144373
GA signaling	GID1	Ceric.18G048400	0.431540051993416	0.99999999998911	-0.820377565632097	0.120985450165369	-0.325241061682487	0.999996543961669	11.1075135143404	11.1164746516027	11.1861666847044	10.8014421021084	10.7856630568276	10.7879957669295	10.5451139697563	10.648042442518	10.3995736489101
GA signaling	GID1	Ceric.33G016300	0.958557958763109	0.129463324199699	-0.532963389302197	0.699420194743638	0.309863209362828	0.95651126087372	12.2423632507959	12.0110741589789	11.7478189987771	11.2126535108959	11.3708409639033	11.1896773224889	10.8889071844122	12.1534587803026	11.2257764783576
GA signaling	DELLA	Ceric.37G058000	-0.0259340286931006	0.99999999998911	-0.387753524249754	0.971457350530334	-0.413698230115326	0.949073231638539	11.5498206748709	11.5243290738792	11.4057367325423	11.4129512144369	11.6298120556175	11.5852373544923	11.0195456521436	11.5171392603781	10.979396600228
GA signaling	DELLA	Ceric.28G047900	0.0141219875279246	0.99999999998911	-0.631189954654131	0.582341303822022	-0.558990055170477	0.748338174834928	10.4528092548056	10.5383585374752	10.6162110296171	10.6651710534243	10.3629135093906	10.4941023961461	9.8759250441655	10.056089051575	10.245910575424
GA biosynthesis	CPS-KS/GA1/GA2	Ceric.05G074100	0.807709269401268	0.594248633845302	-5.52136949051289	1.19156429905993e-24	-4.4510777024253	3.72795344215675e-12	9.7400056324247	9.87435092964144	9.660405926965	9.38848299508926	8.78487540186129	8.83702802589487	6.54519244589784	5.34371754537788	5.742856146659
GA biosynthesis	CPS-KS/GA1/GA2	Ceric.05G074000	0.0342708452549445	0.99999999998911	-3.56639812466934	0.0154493658617345	-2.63639899473597	0.0357689835873856	6.63517914365467	7.79311449642583	7.77361266451106	8.068280369836	6.32020748921857	6.98762043764563	4.8187152854826	3.411340595104	3.43228302179708
GA biosynthesis	CPS-KS/GA1/GA2	Ceric.39G028800	-0.0785934993919799	0.99999999998911	2.05941791493199	3.97985464556111e-07	1.81022722807365	8.49054363423689e-05	7.97980481095757	8.12769699618291	7.88999023465444	7.94119309841668	8.27208511723159	8.29402570575308	9.94113831124878	9.45501870081385	9.22504129005009
GA biosynthesis	CPS-KS/GA1/GA2	Ceric.09G016800	-1.14207775822294	0.230800565002732	-0.165462514146543	0.999999484702606	-1.43375227835116	0.14857624180393	5.27356467595166	6.09512306112541	5.99765317489551	7.81659294679877	5.70192088590847	7.27943099673994	6.59669198461543	4.21681124587324	4.54435322051414
GA biosynthesis	CPS-KS/GA1/GA2	Ceric.1Z168500	0.160683656009926	0.99999999998911	-0.438055257535972	0.787218190870718	0.129289750343587	0.999996543961669	2.98336566736353	2.78343456624735	1.59432626038084	2.40332249056261	1.83875553040847	1.59326156631677	2.33632369204895	2.35371771657224	1.60873358666245
GA biosynthesis	KO/GA3	Ceric.34G051400	-0.0728456441872041	0.99999999998911	-0.486382646158698	0.823187535077087	-0.681235474093107	0.538560462344643	9.2252723523823	9.67529560080661	9.39523781094028	9.86593472560685	9.35362958220296	9.60053323576897	9.24470018213473	8.80374266181249	9.12414801883828
GA biosynthesis	KAO/CYP88A3	Ceric.01G052700	-0.723554655742764	0.587399478948981	-2.9360025363811	0.00671896266612581	-4.37429174101595	1.0542519095492e-05	4.92626349259129	5.04654476193613	4.84006265134879	6.03528345556728	5.22994043181935	6.01516033833474	3.47885974296222	2.75740238179789	3.21105848478791
GA biosynthesis	GA20OX	Ceric.31G033200	-0.261067770418371	0.99999999998911	-1.42864131976228	0.209431449363845	-2.98134068258046	0.0148241514998185	3.14000361366956	4.19948062072613	4.41927492739276	4.99092220463892	3.92113227823498	5.27830843040417	2.27438631427179	2.3578714742883	3.31511246203997
GA biosynthesis	GA20OX	Ceric.26G048700	0.0157098026603948	0.99999999998911	1.58974883149111	0.0039633175044399	1.70663763121503	0.000285196535664232	6.83207450059645	7.55135705263105	7.48259696980831	7.42800843481493	7.17382415999011	7.22926364723613	8.79772715192086	8.60570429151336	8.27665006869152
GA biosynthesis	GA20OX	Ceric.13G088700	1.19920295266136	0.0269296539045391	-2.66056159348948	5.19982347552725e-06	-1.2665763716409	0.107818589959633	10.938545228143	10.5373084554958	10.6277222908782	10.04630886777	9.49691019039373	9.60922759213221	7.99364498716047	9.34139086508156	8.15112973520069
GA biosynthesis	GA20OX	Ceric.1Z015100	-5.72568464922229	1.13243038061305e-05	4.25542776221693	1.98119923254322e-06	-1.00444878281099	0.335583254540638	5.58727757794313	5.22745282997369	4.30378966097593	7.56155089154668	10.2074493600696	9.62675346616196	6.69529674200471	8.28583511537307	8.6486288682091
GA biosynthesis	GA20OX	Ceric.28G053400	0.0200166427582389	0.99999999998911	0.335200826124477	0.999999484702606	0.393889463078274	0.983129254310961	8.79070276234944	8.54073735898873	8.58467518226876	8.51168305450934	8.64185786174391	8.65623650607598	8.99139978088556	8.74638815993685	9.0233677739205
GA biosynthesis	GA20OX	Ceric.26G046000	-0.0425721006392237	NA	2.25369221822844	0.0941604781571937	1.48177617143938	0.176059278457838	0.41092136144068	0.427257490040461	0.444990809322139	0.43921351444296	0.425544774824852	0.702657725695677	0.431457842958348	2.05317998686487	2.09374863760419
GA biosynthesis	GA3OX	Ceric.21G024600	0.0322305343791044	0.99999999998911	0.107051057647408	0.999999484702606	0.205299343513709	0.999996543961669	8.07480164025292	7.61901336959645	7.90752542140298	7.74800276934771	7.97213681570471	7.65195391289995	7.89730067949049	8.35820096095002	7.57741553505604
ABA signaling	GAIA1	Ceric.34G043600	-0.0124922370278387	0.99999999998911	0.254816755071526	0.999999484702606	0.223033596859736	0.999996543961669	11.0276798647254	10.9456615831337	10.9440038267435	10.9788796999098	11.156285740306	10.8489541072178	11.0886457775226	11.354698733214	11.0998008979346
ABA biosynthesis	ABA1	Ceric.11G061100	0.224065535853201	0.99999999998911	-1.49062801512439	1.83644461721011e-06	-1.12453496260501	0.0059721498232763	13.5983339656126	13.377271591522	13.3862204238534	13.1537661463367	13.147243812316	13.3011469995446	12.1831550572252	12.3491154175349	12.538422002576
